epoch,acc,loss,val_acc,val_loss
0,0.127896272488,0.0665445199298,0.127129750984,0.0662899406105
1,0.127428188045,0.0663200367753,0.12600636585,0.0660895973733
2,0.126195565681,0.0661215668421,0.125319852713,0.0658975262554
3,0.125727481238,0.0659273186767,0.12444610872,0.0657071877599
4,0.125805495312,0.065734434645,0.123759595583,0.0655187166251
5,0.12560265872,0.0655432429753,0.123884416153,0.0653317060761
6,0.125368616499,0.0653529297702,0.123697185297,0.0651461879566
7,0.125165779907,0.06516389742,0.123322723586,0.0649618043978
8,0.12500975176,0.0649756949716,0.123634775012,0.0647783556992
9,0.125072163019,0.0647882048294,0.123260313301,0.0645959101097
10,0.124931737686,0.0646019302449,0.123822005868,0.0644149862442
11,0.124806915168,0.0644167534636,0.123822005868,0.0642352842131
12,0.125040957389,0.0642325836977,0.124196467579,0.0640566619232
13,0.125040957386,0.0640499982126,0.124695749861,0.063880780348
14,0.124931737686,0.0638701533221,0.124882980716,0.0637075201515
15,0.125290602425,0.0636935349453,0.125257442428,0.0635375544745
16,0.125540247461,0.0635190077633,0.125569493854,0.0633699646657
17,0.125852303753,0.0633479452101,0.125819134995,0.0632062958806
18,0.12607074316,0.0631811390235,0.126505648132,0.0630473653495
19,0.126101948792,0.0630187724685,0.126068776135,0.0628927892156
20,0.12652322479,0.0628617839932,0.125943955565,0.0627439553291
21,0.126320388198,0.0627101579387,0.126256006991,0.0626012678323
22,0.127303365528,0.0625650989393,0.128502777259,0.062464252234
23,0.128645207596,0.0624258533515,0.129563752108,0.0623333737273
24,0.129550170848,0.0622926943558,0.130936778382,0.0622084250604
25,0.13115726077,0.0621658273911,0.132809086939,0.0620899907031
26,0.132967187281,0.0620448349261,0.133433189791,0.0619771634045
27,0.134667894089,0.0619300514646,0.136304062911,0.0618704311105
28,0.137413989484,0.0618209943202,0.139549397742,0.0617692801918
29,0.140862211543,0.0617174793321,0.141234475443,0.0616733930409
