epoch,acc,loss,val_acc,val_loss
0,0.188279165562,0.0610144071168,0.194907320729,0.0609134234521
1,0.194348660496,0.0608854535997,0.200586656683,0.060794341532
2,0.232310308784,0.0607699960021,0.239343443802,0.0606803579168
3,0.236850727875,0.0606585781521,0.242900830059,0.0605702119933
4,0.239503206376,0.0605510337262,0.244149035763,0.0604639298015
5,0.241484763849,0.0604469235525,0.246333395746,0.0603607308262
6,0.244293270507,0.0603465823849,0.248080883732,0.0602617991596
7,0.25025354574,0.060249796665,0.256943144232,0.0601659596765
8,0.255106021124,0.0601563312673,0.258940273359,0.0600734958905
9,0.25741523771,0.0600658642506,0.259938837923,0.0599836814533
10,0.259115944514,0.0599780592901,0.26349622418,0.0598967888709
11,0.261175516064,0.0598933569073,0.264120327032,0.0598129898557
12,0.262189699022,0.0598114057321,0.264869250455,0.0597318331797
13,0.264389695899,0.0597323426389,0.266866379582,0.0596535060591
14,0.265154233825,0.0596559792796,0.267552892719,0.0595778337707
15,0.265669126708,0.0595823899735,0.267615303004,0.0595048150249
16,0.266277636483,0.0595109806045,0.268239405856,0.0594338018101
17,0.26712018848,0.0594420227845,0.268801098423,0.0593654502046
18,0.267993946108,0.0593755199921,0.269175560135,0.0592994827858
19,0.268056357365,0.0593112235162,0.26923797042,0.0592355704523
20,0.268446427736,0.0592488341664,0.269487611561,0.0591734958731
21,0.268852100919,0.0591883127567,0.270174124698,0.0591134374797
22,0.269023731876,0.0591297317292,0.270610996695,0.0590552684618
23,0.269429405062,0.0590728769092,0.271047868691,0.0589987830654
24,0.26955422758,0.0590180284412,0.271359920117,0.0589443437182
25,0.269710255734,0.0589649103657,0.271422330402,0.0588916294771
26,0.269991106397,0.0589136799969,0.271422330402,0.0588409073896
27,0.270006709211,0.0588640542873,0.271984022969,0.0587913336648
28,0.270225148614,0.058815546732,0.272171253825,0.058743179973
29,0.270459190843,0.0587686245664,0.271859202399,0.0586965042938
