epoch,acc,loss,val_acc,val_loss
0,0.237334415129,0.0625090391296,0.239156212938,0.0622750250469
1,0.236148601208,0.0624164353347,0.23822005866,0.0621943695313
2,0.235306049215,0.0623355278249,0.237783186664,0.0621183926504
3,0.234588319733,0.0622580954897,0.236285339818,0.0620449892472
4,0.233730164923,0.0621833020251,0.235786057537,0.0619743980357
5,0.233090449518,0.0621110829217,0.235037134114,0.061905848649
6,0.23288761293,0.0620407997997,0.23522436497,0.0618395076643
7,0.23260676226,0.0619728297234,0.235411595825,0.061775200533
8,0.232325911592,0.0619065542636,0.235286775255,0.0617122646954
9,0.232029458115,0.0618421382496,0.235037134114,0.061651556654
10,0.23153016804,0.0617796115533,0.234787492973,0.0615922880702
11,0.230874849824,0.0617186270996,0.234038569551,0.0615345093071
12,0.231374139899,0.0616591684785,0.234413031262,0.0614780989173
13,0.231311728631,0.0616009590635,0.23391374898,0.0614229156313
14,0.230984069524,0.0615440283776,0.234100979836,0.0613688489597
15,0.231545770855,0.0614879647168,0.234849903258,0.0613154620169
16,0.231452153966,0.0614330330502,0.234600262118,0.0612633208531
17,0.231857827153,0.0613791475384,0.234600262118,0.061212060232
18,0.231967046853,0.0613259850208,0.234350620977,0.0611613228878
19,0.231717401817,0.0612736361898,0.234163390121,0.0611115375791
20,0.231967046856,0.0612223210969,0.234537851832,0.0610627005898
21,0.232013855294,0.0611717166931,0.234475441547,0.0610145768499
22,0.232279103154,0.0611221686432,0.234537851832,0.0609674207331
23,0.232169883447,0.0610732811317,0.234537851818,0.060920812898
24,0.232107472185,0.0610250164967,0.234725082673,0.0608748946308
25,0.232201089077,0.0609776827876,0.234787492958,0.0608298360712
26,0.23245073411,0.0609309685657,0.234849903244,0.0607854410172
27,0.233168463591,0.0608851837804,0.235848467807,0.0607419229436
28,0.233886193069,0.0608402612886,0.236472570659,0.0606993858009
29,0.235555694245,0.0607962996279,0.239967546631,0.0606575422089
