epoch,acc,loss,val_acc,val_loss
0,0.00809852216749,0.00311975619352,0.00835435056747,0.00311944772569
1,0.00809852216852,0.00311975619112,0.00835435056747,0.00311944772745
2,0.00809852216749,0.00311975619288,0.00835435056747,0.00311944772452
3,0.00809852216749,0.00311975619146,0.00835435056747,0.00311944772687
4,0.00809852216852,0.00311975619101,0.00835435056747,0.00311944772511
5,0.00809852216749,0.00311975619593,0.00835435056747,0.00311944772628
6,0.00809852216852,0.00311975618948,0.00835435056747,0.00311944772745
7,0.00809852216749,0.00311975619244,0.00835435056747,0.00311944772687
8,0.00809852216749,0.00311975619145,0.00835435056747,0.00311944772687
9,0.00809852216954,0.00311975619475,0.00835435056747,0.00311944772687
10,0.00809852216749,0.00311975619381,0.00835435056747,0.00311944772687
