epoch,acc,loss,val_acc,val_loss
0,0.00228571428571,0.00311824710602,0.00212799495586,0.00311803141513
1,0.00228571428571,0.00311824710941,0.00212799495586,0.00311803141395
2,0.00228571428571,0.00311824710555,0.00212799495586,0.00311803141454
3,0.00228571428571,0.00311824710862,0.00212799495586,0.00311803141689
4,0.00228571428571,0.00311824710838,0.00212799495586,0.00311803141806
5,0.00228571428571,0.00311824710677,0.00212799495586,0.0031180314163
6,0.00228571428571,0.0031182471073,0.00212799495586,0.0031180314163
7,0.00228571428571,0.00311824710851,0.00212799495586,0.00311803141689
8,0.00228571428571,0.00311824710677,0.00212799495586,0.00311803141689
9,0.00228571428571,0.00311824710536,0.00212799495586,0.00311803141689
10,0.00228571428571,0.00311824710923,0.00212799495586,0.00311803141689
