epoch,acc,loss,val_acc,val_loss
0,0.240451027711,0.0603695075844,0.257380016223,0.0600628551506
1,0.265228426396,0.0596393356948,0.26680396929,0.0594757035219
2,0.270554214862,0.0591342649809,0.268925918988,0.059021747372
3,0.272468170092,0.0587360229589,0.269986893836,0.0586585269045
4,0.272488973954,0.0584160693144,0.270673406974,0.058366635939
5,0.273341932263,0.05815691163,0.271734381822,0.058129523142
6,0.274714987102,0.0579443777948,0.272732946386,0.0579324328195
7,0.276566530748,0.0577659117255,0.273793921235,0.0577654631208
8,0.277981193309,0.0576135105731,0.275791050361,0.0576244528307
9,0.278438878256,0.057485201538,0.275478998935,0.0575062634521
10,0.279146209536,0.0573758532341,0.276539973769,0.0574049145097
11,0.280019971707,0.0572809696953,0.277600948618,0.0573163575141
12,0.28076891071,0.0571981633092,0.277164076621,0.057239429296
13,0.280852126155,0.0571256037536,0.277288897192,0.0571719559435
14,0.28164267288,0.0570614254109,0.277600948618,0.0571113367659
15,0.282350004161,0.0570030034995,0.278162641185,0.0570557152855
16,0.283078139303,0.0569502429319,0.278911564607,0.0570060658105
17,0.282786885246,0.0569027183616,0.278973974892,0.0569613998179
18,0.283223766331,0.0568596971155,0.279598077759,0.056921052148
19,0.28320296247,0.0568206400018,0.280097360041,0.0568844116669
20,0.283057335441,0.0567847143871,0.279910129186,0.056850405288
21,0.283681451277,0.0567518862678,0.279785308615,0.0568195228874
22,0.283806274445,0.0567217992957,0.279910129186,0.0567913407085
23,0.283827078306,0.0566939463712,0.279910129186,0.0567648697305
24,0.283806274445,0.0566680392864,0.280222180612,0.0567405368043
25,0.284159940085,0.056643876369,0.280783873179,0.0567178327321
26,0.28424315553,0.0566216044272,0.280971104034,0.0566967336557
27,0.284659232754,0.0566005115149,0.281220745175,0.0566769033686
28,0.284846467504,0.0565886722832,0.281220745175,0.0566751702591
29,0.284888075227,0.0565868772016,0.281345565746,0.0566734390474
