epoch,acc,loss,val_acc,val_loss
0,0.242452138385,0.054702261685,0.263121762471,0.0537771070849
1,0.301742834428,0.0513010793302,0.338076514999,0.0488797319989
2,0.36179806838,0.0479967733986,0.35967047369,0.0481485434694
3,0.412039131863,0.044873497339,0.407102290467,0.0451574524669
4,0.463387995196,0.0422926933897,0.425762965718,0.0443065995005
5,0.513114165831,0.0390356880554,0.463271547147,0.0420346230142
6,0.559423320006,0.0363697383382,0.478998939005,0.0417188736898
7,0.595809083989,0.0342316678929,0.490544841771,0.0410734699774
8,0.626952302228,0.0322879068868,0.496661049735,0.0410522737057
9,0.657018926246,0.0304677107461,0.50527366911,0.0410347232621
10,0.680298325846,0.0289584537876,0.511826749045,0.041074603461
11,0.70033233998,0.0275737735606,0.51394869874,0.0413665992205
12,0.750526595023,0.0237664502374,0.530487424322,0.0402723253966
13,0.760387573936,0.0229375724415,0.532671784319,0.0401909053751
14,0.764740759252,0.0225266551248,0.53136116833,0.040185075937
15,0.768594654496,0.0222028624814,0.532609374034,0.0402009908942
16,0.771980465295,0.0219304062762,0.53435686202,0.0401755158652
17,0.777176202604,0.0213943115295,0.534044810594,0.0401228834277
18,0.77728542231,0.0213360277403,0.534918554587,0.0401399356633
19,0.777940740527,0.021304541089,0.535293016298,0.0401360923688
20,0.778315208079,0.0212744706078,0.534793734017,0.0401354729281
21,0.778767689714,0.0212450101863,0.534606503161,0.0401388212412
22,0.77914215726,0.0211833852917,0.535168195728,0.0401389960874
23,0.779235774156,0.0211795665545,0.534856144302,0.0401401218758
24,0.779251376968,0.021176290497,0.534980964872,0.0401394682302
25,0.779344993855,0.0211693888519,0.534980964872,0.0401395139457
26,0.779344993856,0.0211690756666,0.534980964872,0.0401395878017
27,0.779344993854,0.0211687780444,0.534980964872,0.040139620859
28,0.779360596676,0.0211680644085,0.534980964872,0.0401396186026
