epoch,acc,loss,val_acc,val_loss
0,0.299837723123,0.0558722109094,0.316857018018,0.0550088616196
1,0.350580451897,0.053491854382,0.333208512744,0.0546278914867
2,0.389027587083,0.0517753202665,0.351182674912,0.0536976271563
3,0.426476095369,0.0498043521188,0.361730013086,0.0531726676629
4,0.464423917114,0.0478474340604,0.374336890712,0.053388112301
5,0.500998626895,0.045486609051,0.383386382083,0.0530793608976
6,0.539695418821,0.0429301852015,0.389627410575,0.0546378302418
7,0.576644613626,0.0402375285753,0.399301004785,0.0543963866291
8,0.651604044457,0.0346327445733,0.410472445852,0.0544617877242
9,0.667831731377,0.0333705046875,0.411221369259,0.0545355730921
10,0.676632130828,0.0326498012863,0.412469574979,0.0545385615568
11,0.689114966913,0.0317819280379,0.412095113252,0.0545635465173
12,0.689177381131,0.0316784819364,0.411221369259,0.0545905173629
13,0.690800149824,0.0316085749727,0.412219933823,0.0546421411822
14,0.691673948291,0.0315103059824,0.412469574964,0.0546424802329
