epoch,acc,loss,val_acc,val_loss
0,0.213468419739,0.0659116708022,0.235224364965,0.0640987195105
1,0.23036115503,0.063612547774,0.235224364965,0.0626780156764
2,0.233731380544,0.0624952274806,0.241964675775,0.0618695936765
3,0.237413663976,0.0617635122185,0.245022779744,0.0612429151652
4,0.240700674045,0.0611251864446,0.247768832293,0.0606436053962
5,0.244133311143,0.0605160879848,0.251263808265,0.0600842049299
6,0.247129067155,0.0599682103284,0.252199962544,0.0596041334625
7,0.249251060997,0.0595152388641,0.25394745053,0.0592226075941
8,0.253723891154,0.0591621880079,0.259689196769,0.0589303152717
9,0.258487975368,0.0588919940189,0.264057916734,0.0587011775676
10,0.261587750687,0.058682482078,0.265306122439,0.0585216666213
11,0.262773570775,0.0585178657402,0.264869250442,0.0583760608033
12,0.264645918282,0.0583849617723,0.266242276717,0.0582550488039
13,0.267100773904,0.0582752006864,0.26724084128,0.0581528289347
14,0.268390613298,0.0581807557739,0.268239405844,0.058063662464
15,0.268681867355,0.0580969838528,0.269425201269,0.0579815850081
16,0.270387783973,0.0580207640118,0.269924483551,0.0579073564816
17,0.271095115253,0.0579510528898,0.270111714407,0.0578389284352
18,0.271989681285,0.0578872995674,0.270486176118,0.0577763015122
