epoch,acc,loss,val_acc,val_loss
0,0.268185364336,0.0619596184986,0.265493353286,0.0616944726622
1,0.26615696677,0.0612059072805,0.263558634444,0.0611105174287
2,0.264128569202,0.0607028564325,0.26511889159,0.0606513438129
3,0.263754095803,0.0602930593157,0.266117456153,0.0602654002757
4,0.264534248715,0.0599465882501,0.266616738435,0.0599352834543
5,0.265751287253,0.0596482797954,0.268176995559,0.0596477675685
6,0.267498829773,0.0593906092849,0.268114585273,0.0594008287576
7,0.268185364332,0.0591700873038,0.268738688132,0.0591877603052
8,0.268934311125,0.0589777883138,0.269799662981,0.0589998952062
9,0.270307380249,0.0588079988357,0.26955002184,0.0588334055791
10,0.27046341083,0.0586575250318,0.269737252696,0.0586843691261
11,0.271025120925,0.0585224208126,0.270610996689,0.0585490553545
12,0.271305975972,0.0583985941008,0.271921612663,0.05842460876
13,0.271586831024,0.0582837278117,0.271859202378,0.0583081392214
14,0.272273365582,0.0581758009871,0.272545715515,0.0581989378199
15,0.273209549076,0.0580743925081,0.273544280107,0.0580955214495
16,0.273147136841,0.0579792986234,0.273169818395,0.0579998482172
17,0.273896083633,0.0578909639966,0.273793921248,0.0579103901373
18,0.274738648776,0.0578069106893,0.274480434385,0.0578243408903
19,0.274769854893,0.0577272130853,0.275603819504,0.0577439335719
20,0.275768450617,0.0576520568237,0.275728640074,0.057667606743
21,0.276392572945,0.0575810286576,0.275666229789,0.0575959737596
22,0.276423779065,0.0575144046667,0.276227922356,0.0575286946365
23,0.277110313626,0.0574521645118,0.276415153212,0.0574665403264
24,0.277796848185,0.0573937661487,0.276602384067,0.0574074186194
25,0.278077703232,0.0573386838594,0.277039256064,0.0573515705295
26,0.278483382746,0.0572862454702,0.277600948631,0.0572981353281
27,0.278327352162,0.0572364625184,0.278100230912,0.0572475774942
28,0.279138711189,0.0571893701945,0.27878674405,0.0571998671018
29,0.279450772354,0.0571449974996,0.279286026332,0.0571546251588
