epoch,acc,loss,val_acc,val_loss
0,0.0087684729064,0.00311523055772,0.00811790668348,0.0031157037605
1,0.0087684729064,0.00311523055456,0.00811790668348,0.0031157037605
2,0.0087684729064,0.00311523055115,0.00811790668348,0.0031157037605
3,0.0087684729064,0.00311523055727,0.00811790668348,0.0031157037605
4,0.0087684729064,0.00311523055546,0.00811790668348,0.0031157037605
5,0.0087684729064,0.00311523055497,0.00811790668348,0.0031157037605
6,0.0087684729064,0.00311523055548,0.00811790668348,0.0031157037605
7,0.0087684729064,0.00311523055254,0.00811790668348,0.0031157037605
8,0.00876847290743,0.00311523055664,0.00811790668348,0.0031157037605
9,0.0087684729064,0.00311523055535,0.00811790668348,0.0031157037605
10,0.00876847290743,0.00311523055634,0.00811790668348,0.0031157037605
